transaction_id,account_id,transaction_type,amount,transaction_date,is_fraud
3071,589,Deposit,457.36,2025-08-03 13:19:59,0
3072,351,Bill Payment,278.93,2025-11-26 12:08:59,0
3073,140,Transfer,299.53,2026-03-06 16:11:59,0
3074,574,POS Purchase,113.74,2025-12-24 10:35:59,0
3075,6,Deposit,529.57,2025-08-24 02:12:59,0
3076,530,Withdrawal,324.08,2025-09-30 08:55:59,0
3077,247,Deposit,30.86,2025-09-16 23:43:59,0
3078,556,Transfer,131.97,2025-07-13 01:43:59,0
3079,360,POS Purchase,544.72,2026-06-03 09:27:59,0
3080,94,Deposit,13.09,2026-04-29 21:39:59,0
3081,475,Deposit,814.73,2026-06-10 12:59:59,0
3082,83,Deposit,285.21,2026-01-10 18:31:59,0
3083,452,Deposit,250.49,2026-04-26 14:51:59,0
3084,474,Deposit,79.87,2026-02-15 04:59:59,0
3085,5,Bill Payment,72.52,2025-11-18 09:32:59,0
3086,89,POS Purchase,713.08,2026-04-28 20:14:59,0
3087,301,Withdrawal,89.55,2026-06-04 15:30:59,0
3088,480,Bill Payment,374.48,2026-05-09 04:15:59,0
3089,423,Transfer,125.86,2025-09-15 05:55:59,0
3090,484,Deposit,38.49,2026-02-06 09:44:59,0
3091,528,Withdrawal,3.69,2026-03-08 17:30:59,0
3092,552,Deposit,197.46,2025-10-27 10:28:59,0
3093,265,Transfer,931.13,2025-08-01 15:01:59,0
3094,680,POS Purchase,116.17,2026-01-31 18:22:59,0
3095,480,Transfer,111.48,2025-10-27 10:02:59,0
3096,537,Withdrawal,106.43,2025-12-28 15:05:59,0
3097,416,Transfer,184.78,2026-04-14 23:41:59,0
3098,459,Withdrawal,146.25,2026-05-07 03:53:59,0
3099,258,Transfer,530.89,2026-04-13 02:51:59,0
3100,182,Transfer,177.06,2025-11-02 23:37:59,0
3101,646,Transfer,178.2,2026-02-01 15:13:59,0
3102,343,Deposit,38.23,2026-02-23 01:38:59,0
3103,52,Bill Payment,1015.83,2026-01-10 01:18:59,0
3104,82,Transfer,72.91,2026-01-28 15:52:59,0
3105,10,POS Purchase,20.05,2025-07-27 04:38:59,0
3106,333,Deposit,273.03,2025-07-31 02:19:59,0
3107,29,POS Purchase,227.19,2025-08-30 17:45:59,0
3108,103,Bill Payment,135.1,2026-03-25 22:45:59,0
3109,20,Withdrawal,138.13,2025-12-24 20:24:59,0
3110,699,Bill Payment,385.35,2025-08-06 08:23:59,0
3111,650,Deposit,55.45,2026-02-02 09:18:59,0
3112,240,Transfer,430.05,2025-11-24 08:44:59,0
3113,1,Deposit,262.56,2026-06-15 14:50:59,0
3114,322,POS Purchase,136.74,2026-01-07 11:39:59,0
3115,428,Deposit,154.14,2025-08-18 20:46:59,0
3116,188,Transfer,75.15,2026-06-10 08:22:59,0
3117,451,POS Purchase,349.7,2025-12-29 12:07:59,0
3118,505,Deposit,180.81,2026-02-21 08:51:59,0
3119,475,POS Purchase,97.73,2026-04-16 12:38:59,0
3120,605,Transfer,227.62,2026-06-03 11:37:59,0
3121,68,Deposit,1365.3,2025-07-13 22:57:59,0
3122,637,Withdrawal,143.85,2025-12-12 09:39:59,0
3123,593,Deposit,634.6,2025-07-10 19:01:59,0
3124,33,Withdrawal,106.79,2026-02-13 12:11:59,0
3125,292,Deposit,15.07,2025-08-15 03:58:59,0
3126,97,Withdrawal,58.12,2026-06-08 21:35:59,0
3127,179,POS Purchase,136.62,2026-01-08 22:27:59,0
3128,383,POS Purchase,63.0,2025-12-30 14:41:59,0
3129,73,Deposit,1.06,2025-08-09 00:10:59,0
3130,592,Deposit,617.28,2026-06-03 11:04:59,0
3131,561,Deposit,465.28,2025-08-16 04:03:59,0
3132,489,Transfer,339.98,2025-08-01 09:36:59,0
3133,491,POS Purchase,46.93,2025-11-23 09:22:59,0
3134,224,Withdrawal,33.06,2026-04-26 19:58:59,0
3135,384,Withdrawal,18.5,2025-07-19 11:04:59,0
3136,387,Withdrawal,322.87,2025-12-27 20:39:59,0
3137,649,Transfer,661.59,2025-07-14 13:10:59,0
3138,389,Transfer,141.76,2025-11-16 15:36:59,0
3139,293,Deposit,32.71,2026-03-02 03:55:59,0
3140,63,Withdrawal,180.56,2026-06-13 05:23:59,0
3141,225,Withdrawal,108.25,2025-12-13 21:33:59,0
3142,16,Deposit,118.43,2026-04-27 12:20:59,0
3143,432,Deposit,243.77,2026-01-07 17:39:59,0
3144,554,POS Purchase,318.1,2026-02-06 02:55:59,0
3145,156,Deposit,30.3,2025-08-23 23:04:59,0
3146,140,POS Purchase,10.06,2025-07-12 20:36:59,0
3147,468,Transfer,1294.15,2026-04-24 04:29:59,0
3148,462,Transfer,67.23,2026-04-24 15:44:59,0
3149,608,Bill Payment,14.83,2025-12-15 16:04:59,0
3150,247,Bill Payment,53.64,2026-06-17 16:30:59,0
3151,145,Bill Payment,10.93,2026-01-14 22:12:59,0
3152,262,Bill Payment,125.32,2026-03-03 11:23:59,0
3153,2,Bill Payment,406.38,2025-09-05 13:30:59,0
3154,166,Withdrawal,105.35,2026-07-10 03:39:59,0
3155,442,Withdrawal,147.83,2025-08-29 07:29:59,0
3156,677,Withdrawal,282.43,2025-08-12 22:37:59,0
3157,128,POS Purchase,178.77,2026-04-29 02:25:59,1
3158,375,POS Purchase,495.12,2025-08-26 23:45:59,0
3159,516,Bill Payment,503.55,2025-10-26 04:02:59,0
3160,564,Deposit,3.49,2026-05-06 21:15:59,0
3161,482,Withdrawal,377.32,2026-07-05 08:45:59,0
3162,530,Deposit,155.39,2026-07-06 12:27:59,0
3163,348,Withdrawal,1124.87,2026-03-12 04:27:59,0
3164,619,Withdrawal,166.04,2025-08-13 04:03:59,0
3165,159,POS Purchase,1084.71,2026-05-03 02:36:59,0
3166,522,Transfer,352.19,2025-12-25 20:34:59,0
3167,99,POS Purchase,72.46,2025-09-17 16:25:59,0
3168,167,Deposit,194.26,2025-08-05 16:14:59,0
3169,302,POS Purchase,1212.35,2025-09-13 07:38:59,0
3170,235,Withdrawal,488.16,2026-06-13 14:42:59,0
3171,285,Transfer,26.61,2026-03-15 19:20:59,0
3172,135,POS Purchase,307.36,2025-09-03 13:05:59,0
3173,369,POS Purchase,107.0,2026-05-14 08:51:59,0
3174,690,Withdrawal,2.75,2026-05-27 09:39:59,0
3175,650,Withdrawal,130.16,2025-08-03 19:38:59,0
3176,153,Withdrawal,67.89,2025-09-14 15:24:59,0
3177,368,Withdrawal,428.13,2026-06-30 13:54:59,0
3178,199,Deposit,103.87,2025-09-14 02:44:59,0
3179,49,Bill Payment,440.37,2025-11-15 22:51:59,0
3180,59,Transfer,1.15,2026-05-09 18:38:59,0
3181,468,Bill Payment,92.98,2026-01-07 23:36:59,0
3182,626,POS Purchase,69.99,2025-10-31 15:28:59,0
3183,24,Withdrawal,67.5,2026-05-11 13:05:59,0
3184,76,Bill Payment,18.66,2025-12-08 23:34:59,0
3185,163,POS Purchase,52.79,2026-04-06 16:46:59,0
3186,30,Transfer,203.73,2025-11-13 10:13:59,0
3187,69,POS Purchase,87.1,2026-01-23 22:49:59,0
3188,84,Withdrawal,136.06,2025-09-08 00:10:59,1
3189,58,Transfer,119.25,2026-02-02 04:35:59,0
3190,428,Bill Payment,522.68,2026-03-01 12:03:59,0
3191,404,Withdrawal,590.26,2025-08-22 05:11:59,0
3192,371,Transfer,170.79,2025-08-08 20:16:59,0
3193,261,Transfer,101.18,2026-06-09 12:07:59,0
3194,401,Withdrawal,29.24,2026-06-24 20:17:59,0
3195,231,POS Purchase,767.55,2026-02-07 21:39:59,0
3196,620,Bill Payment,16.53,2025-10-03 00:51:59,0
3197,173,Bill Payment,89.33,2025-09-16 00:35:59,0
3198,91,Transfer,89.48,2025-09-22 18:52:59,0
3199,682,Withdrawal,97.56,2026-01-01 07:14:59,0
3200,273,Withdrawal,45.87,2025-08-30 08:11:59,0
3201,652,Deposit,383.15,2026-04-09 10:10:59,0
3202,609,POS Purchase,33.67,2025-08-29 10:18:59,0
3203,152,Withdrawal,252.9,2025-12-16 08:44:59,0
3204,585,Bill Payment,34.05,2025-11-20 17:51:59,0
3205,246,Withdrawal,19.29,2025-12-01 00:50:59,0
3206,683,Deposit,601.41,2026-01-12 03:54:59,0
3207,267,Withdrawal,53.72,2025-07-27 08:54:59,0
3208,375,POS Purchase,431.44,2026-03-21 22:40:59,0
3209,274,Transfer,197.66,2026-03-06 10:03:59,0
3210,578,Transfer,21.26,2026-03-21 21:29:59,0
3211,601,Transfer,778.78,2026-05-30 20:51:59,0
3212,246,Bill Payment,71.91,2026-01-15 05:09:59,0
3213,278,Bill Payment,491.9,2026-01-23 10:17:59,0
3214,392,Deposit,47.22,2026-02-14 17:36:59,0
3215,81,Withdrawal,481.94,2025-12-31 20:02:59,0
3216,9,POS Purchase,4.33,2025-12-27 06:37:59,0
3217,521,Deposit,180.25,2025-12-30 16:27:59,0
3218,147,Transfer,367.81,2026-01-16 05:03:59,0
3219,458,Withdrawal,683.56,2025-09-04 17:39:59,0
3220,283,Withdrawal,600.78,2025-11-08 22:28:59,0
3221,122,Transfer,429.18,2025-10-09 22:46:59,0
3222,293,Deposit,548.74,2026-06-15 19:20:59,0
3223,201,Withdrawal,56.54,2025-09-28 00:31:59,0
3224,325,Transfer,84.58,2025-10-27 09:30:59,0
3225,581,Bill Payment,86.26,2025-10-30 08:28:59,0
3226,107,Deposit,119.32,2025-07-25 04:20:59,0
3227,125,Bill Payment,125.94,2026-04-06 22:37:59,0
3228,124,Deposit,197.62,2026-01-14 10:14:59,0
3229,571,Transfer,44.55,2025-12-18 15:52:59,0
3230,674,Transfer,294.8,2025-10-08 00:35:59,0
3231,472,Transfer,46.85,2025-11-23 08:20:59,0
3232,511,Deposit,93.88,2025-09-05 01:51:59,0
3233,168,Deposit,175.96,2026-06-29 03:05:59,0
3234,152,Withdrawal,398.95,2026-02-22 01:07:59,0
3235,441,Bill Payment,337.26,2026-06-23 21:05:59,0
3236,480,Deposit,260.29,2025-09-04 19:37:59,0
3237,48,Transfer,43.33,2025-09-26 01:38:59,0
3238,26,Transfer,198.99,2025-12-23 07:12:59,0
3239,47,Deposit,23.88,2025-07-21 15:09:59,0
3240,183,Withdrawal,119.45,2025-08-11 19:50:59,0
3241,679,Withdrawal,134.4,2025-09-08 23:40:59,0
3242,233,POS Purchase,11.16,2026-06-28 14:28:59,0
3243,408,POS Purchase,81.05,2026-05-27 08:44:59,0
3244,169,Deposit,779.91,2025-10-18 13:51:59,0
3245,355,Transfer,768.79,2026-07-07 15:12:59,0
3246,181,Deposit,109.59,2026-05-13 06:50:59,0
3247,647,Bill Payment,12.01,2025-11-12 21:47:59,0
3248,631,Transfer,50.34,2026-06-12 07:52:59,0
3249,152,Withdrawal,125.48,2025-09-25 07:23:59,0
3250,454,Withdrawal,739.07,2026-07-03 05:51:59,0
3251,618,POS Purchase,39.05,2025-10-06 10:57:59,0
3252,486,Withdrawal,361.47,2026-01-06 17:47:59,0
3253,438,Deposit,29.76,2026-03-25 21:41:59,0
3254,94,Deposit,995.24,2026-04-18 00:41:59,0
3255,399,POS Purchase,121.16,2026-03-20 14:27:59,0
3256,163,Withdrawal,374.17,2026-01-20 11:45:59,0
3257,128,Withdrawal,105.86,2026-01-27 14:01:59,0
3258,567,Withdrawal,247.99,2026-04-21 08:14:59,0
3259,188,Deposit,54.3,2026-03-19 08:29:59,0
3260,446,Transfer,40.46,2026-04-08 19:28:59,0
3261,206,Transfer,696.41,2026-02-20 18:47:59,0
3262,222,Withdrawal,625.19,2025-09-19 16:37:59,0
3263,18,Deposit,547.13,2026-05-16 19:55:59,0
3264,355,POS Purchase,246.5,2026-06-18 10:15:59,0
3265,681,Withdrawal,413.91,2025-10-09 10:01:59,0
3266,387,Withdrawal,18.88,2026-05-21 20:52:59,0
3267,51,Bill Payment,102.91,2025-11-11 07:29:59,0
3268,251,Deposit,95.11,2026-06-05 14:13:59,0
3269,407,Bill Payment,253.41,2025-11-27 14:31:59,0
3270,498,Transfer,111.0,2025-11-04 03:58:59,0
3271,669,POS Purchase,41.19,2025-12-21 14:39:59,0
3272,74,Withdrawal,227.87,2026-01-22 16:04:59,0
3273,521,Transfer,422.02,2026-06-13 22:53:59,0
3274,485,Transfer,121.37,2026-01-22 12:59:59,0
3275,488,Deposit,36.47,2026-01-10 20:55:59,0
3276,179,Deposit,55.75,2026-01-13 13:06:59,0
3277,275,Deposit,68.78,2025-08-18 05:28:59,0
3278,351,Transfer,90.13,2026-02-13 18:40:59,0
3279,687,Deposit,258.36,2026-05-01 10:03:59,0
3280,217,POS Purchase,230.66,2025-12-21 01:14:59,0
3281,190,Deposit,298.75,2026-03-10 11:30:59,0
3282,260,Withdrawal,113.55,2026-02-16 16:21:59,0
3283,638,Bill Payment,435.31,2025-08-27 15:25:59,0
3284,154,Transfer,58.07,2025-08-15 17:15:59,0
3285,441,POS Purchase,159.27,2026-02-01 01:13:59,0
3286,465,Bill Payment,404.54,2025-07-28 05:12:59,0
3287,76,Withdrawal,50.66,2026-02-13 02:36:59,0
3288,82,POS Purchase,30.1,2025-10-11 15:07:59,0
3289,692,Deposit,538.86,2026-03-01 21:23:59,0
3290,544,POS Purchase,105.99,2026-05-24 02:20:59,0
3291,361,Withdrawal,288.9,2026-05-31 17:19:59,0
3292,317,Withdrawal,7.42,2025-09-07 05:44:59,0
3293,392,Transfer,293.83,2025-12-14 16:40:59,0
3294,689,POS Purchase,95.99,2026-05-31 20:50:59,0
3295,149,Deposit,15.34,2025-09-28 14:16:59,0
3296,25,Transfer,236.28,2026-03-14 22:56:59,0
3297,577,Bill Payment,69.87,2025-12-02 01:39:59,0
3298,2,Withdrawal,123.27,2026-02-10 04:08:59,0
3299,317,POS Purchase,22.0,2026-06-15 00:10:59,0
3300,587,Bill Payment,40.8,2026-05-09 01:38:59,0
3301,92,Bill Payment,89.45,2025-10-20 23:35:59,0
3302,35,Transfer,24.51,2025-12-25 11:40:59,0
3303,362,Transfer,605.29,2026-07-01 18:09:59,0
3304,603,Bill Payment,2.52,2025-11-26 05:06:59,0
3305,476,Bill Payment,166.34,2025-08-18 14:35:59,0
3306,666,Transfer,33.88,2025-09-18 05:23:59,0
3307,329,Withdrawal,92.93,2025-08-04 09:02:59,0
3308,9,Withdrawal,652.12,2026-01-13 21:46:59,0
3309,165,Bill Payment,45.09,2026-02-06 07:52:59,0
3310,241,Deposit,845.12,2025-12-17 05:57:59,0
3311,636,POS Purchase,58.6,2026-04-26 21:18:59,0
3312,289,Bill Payment,339.28,2026-06-10 23:54:59,0
3313,339,Transfer,198.79,2025-12-06 09:53:59,0
3314,264,Deposit,540.58,2025-12-13 05:46:59,0
3315,618,POS Purchase,202.86,2025-11-12 05:54:59,0
3316,265,Transfer,192.19,2026-05-02 00:57:59,0
3317,277,Bill Payment,55.37,2025-11-21 11:12:59,0
3318,674,POS Purchase,46.45,2025-10-04 14:53:59,0
3319,337,POS Purchase,621.69,2026-02-09 15:17:59,0
3320,224,POS Purchase,100.31,2026-06-17 04:20:59,0
3321,535,POS Purchase,117.34,2025-11-24 13:54:59,0
3322,9,POS Purchase,357.6,2026-02-22 14:42:59,0
3323,118,Bill Payment,104.43,2025-08-01 01:59:59,0
3324,532,Transfer,760.46,2025-10-15 20:19:59,0
3325,423,Transfer,335.78,2025-12-29 02:30:59,0
3326,129,Deposit,228.47,2025-11-11 10:41:59,0
3327,581,Bill Payment,532.94,2025-12-11 23:38:59,0
3328,626,Withdrawal,13.72,2026-04-25 12:31:59,0
3329,365,Deposit,75.29,2025-09-16 13:52:59,0
3330,473,Transfer,157.39,2026-01-26 22:12:59,0
3331,402,Withdrawal,65.36,2025-12-26 05:00:59,0
3332,483,Deposit,341.55,2026-04-20 00:30:59,0
3333,588,POS Purchase,629.97,2025-10-28 12:55:59,0
3334,566,Transfer,138.81,2025-10-13 19:23:59,0
3335,398,Withdrawal,105.69,2025-08-21 12:53:59,0
3336,564,Transfer,815.6,2025-08-02 16:57:59,0
3337,196,Bill Payment,148.13,2025-09-28 08:26:59,0
3338,255,Withdrawal,168.87,2025-12-15 00:57:59,0
3339,417,Withdrawal,109.33,2026-06-09 13:40:59,0
3340,680,Bill Payment,601.74,2026-07-10 05:05:59,0
3341,691,Bill Payment,211.39,2026-04-11 10:41:59,0
3342,667,Transfer,360.05,2026-07-08 09:36:59,0
3343,288,Bill Payment,418.57,2026-05-03 11:48:59,0
3344,670,Deposit,105.58,2026-06-06 08:10:59,0
3345,293,Deposit,143.16,2026-03-04 18:51:59,0
3346,310,Withdrawal,472.75,2025-12-19 11:48:59,0
3347,376,Deposit,113.85,2025-09-30 16:31:59,0
3348,288,Bill Payment,395.89,2026-01-25 20:50:59,0
3349,345,Withdrawal,708.52,2025-10-18 16:47:59,0
3350,157,POS Purchase,245.02,2025-11-05 10:47:59,0
3351,339,Bill Payment,339.34,2026-04-28 13:52:59,0
3352,11,Withdrawal,409.81,2025-07-20 17:51:59,0
3353,480,Bill Payment,467.15,2025-08-13 10:23:59,0
3354,439,Bill Payment,126.65,2026-01-11 11:07:59,0
3355,146,Bill Payment,14.16,2026-05-18 06:01:59,0
3356,323,Withdrawal,129.49,2025-08-07 15:56:59,0
3357,216,Deposit,281.03,2025-08-18 16:37:59,0
3358,596,POS Purchase,150.62,2025-11-19 01:49:59,0
3359,222,Transfer,346.54,2025-09-14 11:47:59,0
3360,470,Deposit,111.4,2026-05-03 10:30:59,0
3361,17,Deposit,252.79,2026-02-27 08:49:59,0
3362,678,Withdrawal,52.58,2025-12-05 12:35:59,0
3363,450,Bill Payment,346.94,2025-11-19 08:35:59,0
3364,105,Bill Payment,198.25,2026-06-03 07:23:59,0
3365,267,Bill Payment,58.06,2025-09-02 06:29:59,0
3366,188,Transfer,87.3,2025-08-03 23:02:59,0
3367,233,POS Purchase,346.19,2026-02-19 15:29:59,0
3368,645,Withdrawal,165.74,2025-12-30 03:34:59,0
3369,185,Withdrawal,61.85,2025-12-19 05:41:59,0
3370,599,Transfer,855.87,2026-01-22 23:27:59,0
3371,261,POS Purchase,314.93,2025-09-22 18:10:59,0
3372,193,Bill Payment,788.42,2026-04-28 13:29:59,0
3373,134,Deposit,140.26,2025-08-22 11:46:59,0
3374,526,Deposit,162.14,2025-11-07 09:01:59,0
3375,567,Bill Payment,571.59,2026-05-19 12:21:59,0
3376,76,Bill Payment,187.14,2025-08-04 01:57:59,0
3377,645,Withdrawal,308.13,2026-05-11 15:01:59,0
3378,635,POS Purchase,73.65,2025-11-15 09:01:59,0
3379,326,Deposit,148.98,2026-03-18 13:50:59,0
3380,505,Bill Payment,33.94,2025-11-16 17:53:59,0
3381,187,Withdrawal,58.66,2025-07-19 22:33:59,0
3382,148,Deposit,1.24,2026-01-17 16:03:59,0
3383,267,POS Purchase,11.01,2026-06-04 23:33:59,0
3384,200,Deposit,947.17,2026-06-29 04:31:59,0
3385,297,Transfer,70.38,2025-12-11 01:35:59,0
3386,19,Transfer,273.15,2026-03-24 03:10:59,0
3387,595,Transfer,457.74,2025-07-15 19:08:59,0
3388,171,Deposit,200.99,2026-01-17 06:22:59,0
3389,520,Transfer,42.56,2025-08-15 06:28:59,0
3390,195,Bill Payment,326.6,2026-03-20 19:18:59,0
3391,187,Bill Payment,230.23,2026-02-13 07:21:59,0
3392,613,Transfer,329.49,2026-02-06 17:56:59,0
3393,510,Bill Payment,368.14,2025-12-19 15:49:59,0
3394,581,Withdrawal,927.36,2025-07-17 23:44:59,0
3395,358,POS Purchase,214.07,2025-08-20 15:30:59,0
3396,29,Transfer,105.5,2026-04-29 10:38:59,0
3397,607,Transfer,262.36,2025-09-06 12:59:59,0
3398,421,Withdrawal,18.72,2025-07-30 15:16:59,0
3399,681,POS Purchase,570.22,2026-01-30 18:06:59,0
3400,685,Withdrawal,32.78,2026-06-04 23:50:59,0
3401,304,Withdrawal,100.32,2025-07-31 00:03:59,0
3402,680,Transfer,423.86,2026-05-25 02:40:59,0
3403,565,Transfer,228.4,2025-08-27 16:52:59,0
3404,229,POS Purchase,126.07,2025-07-29 11:56:59,0
3405,230,Withdrawal,161.35,2025-08-11 06:44:59,0
3406,156,Deposit,482.98,2025-10-05 13:02:59,0
3407,524,Deposit,104.88,2026-07-08 22:13:59,0
3408,446,POS Purchase,510.38,2026-02-08 04:10:59,0
3409,306,Deposit,24.07,2025-09-01 04:46:59,0
3410,269,POS Purchase,375.92,2026-04-10 12:03:59,0
3411,313,Withdrawal,471.23,2026-06-18 10:41:59,0
3412,182,POS Purchase,51.17,2026-03-24 02:07:59,0
3413,492,Withdrawal,141.68,2025-12-17 02:59:59,0
3414,398,Bill Payment,46.23,2025-11-30 23:26:59,0
3415,122,POS Purchase,307.56,2026-02-17 09:47:59,0
3416,675,Withdrawal,192.62,2025-09-05 05:48:59,0
3417,447,Withdrawal,253.19,2025-10-08 12:51:59,0
3418,313,Deposit,55.69,2025-08-01 19:49:59,0
3419,545,Withdrawal,60.48,2025-09-04 20:25:59,0
3420,524,POS Purchase,11.6,2026-07-02 13:44:59,0
3421,630,Bill Payment,98.18,2025-09-26 00:16:59,0
3422,628,Transfer,206.1,2026-04-30 09:12:59,0
3423,165,POS Purchase,488.87,2026-07-01 16:46:59,0
3424,21,Deposit,275.85,2025-10-30 00:06:59,0
3425,173,Deposit,143.91,2025-08-09 11:01:59,0
3426,166,POS Purchase,766.04,2025-12-28 17:13:59,0
3427,99,Deposit,318.57,2025-12-21 06:41:59,0
3428,184,Transfer,666.41,2025-11-12 03:36:59,0
3429,2,Transfer,188.48,2026-04-19 08:49:59,0
3430,631,Withdrawal,75.91,2026-06-12 05:28:59,0
3431,62,Bill Payment,14.57,2026-01-29 04:23:59,0
3432,469,Bill Payment,324.73,2025-11-10 17:50:59,0
3433,212,POS Purchase,33.33,2026-05-17 23:22:59,0
3434,209,Withdrawal,91.16,2026-03-14 00:36:59,0
3435,518,Transfer,191.07,2026-05-30 14:35:59,0
3436,556,Bill Payment,208.77,2025-10-07 23:08:59,0
3437,445,POS Purchase,230.44,2025-12-12 13:39:59,0
3438,195,Withdrawal,46.46,2026-06-14 03:29:59,0
3439,232,POS Purchase,120.4,2025-09-25 14:22:59,0
3440,521,Withdrawal,241.06,2026-01-03 16:08:59,0
3441,65,POS Purchase,876.13,2026-03-10 21:24:59,0
3442,21,Bill Payment,326.15,2026-03-13 02:03:59,0
3443,45,Bill Payment,640.7,2026-05-28 10:02:59,0
3444,172,Deposit,360.09,2026-05-31 04:12:59,0
3445,670,Transfer,224.95,2025-11-12 13:18:59,0
3446,622,Bill Payment,54.31,2026-02-03 14:08:59,0
3447,114,Transfer,275.67,2026-05-09 00:16:59,0
3448,659,Withdrawal,245.13,2026-04-13 08:58:59,0
3449,510,Withdrawal,231.62,2026-06-19 11:24:59,0
3450,155,Bill Payment,169.23,2026-01-17 22:23:59,0
3451,409,POS Purchase,189.04,2026-01-21 16:18:59,0
3452,589,Deposit,102.78,2025-09-17 21:07:59,0
3453,632,POS Purchase,184.13,2026-05-09 05:36:59,0
3454,352,Transfer,56.02,2025-11-01 05:56:59,0
3455,644,Deposit,409.91,2026-02-22 09:58:59,0
3456,594,POS Purchase,52.38,2025-07-21 00:56:59,0
3457,147,POS Purchase,23.2,2026-02-05 00:16:59,0
3458,312,Deposit,144.28,2026-02-19 05:18:59,0
3459,23,POS Purchase,269.46,2025-07-11 04:29:59,0
3460,315,Bill Payment,144.94,2025-11-17 04:01:59,0
3461,585,Transfer,82.0,2026-02-01 18:43:59,0
3462,199,POS Purchase,205.21,2026-03-24 19:46:59,0
3463,249,Transfer,107.55,2026-03-01 03:19:59,0
3464,409,POS Purchase,676.27,2026-04-10 03:45:59,0
3465,300,POS Purchase,640.84,2026-04-08 10:55:59,0
3466,11,POS Purchase,175.48,2025-10-03 08:19:59,0
3467,404,Deposit,100.33,2025-12-23 15:46:59,0
3468,33,Withdrawal,335.03,2026-01-29 15:08:59,0
3469,410,Transfer,10.35,2026-04-19 06:36:59,0
3470,558,Withdrawal,161.98,2025-11-25 04:32:59,0
3471,533,Deposit,103.49,2025-10-30 11:14:59,0
3472,587,POS Purchase,634.11,2025-10-15 08:30:59,0
3473,495,Transfer,4.02,2026-06-16 04:14:59,0
3474,610,Bill Payment,202.2,2025-11-21 09:45:59,0
3475,426,Withdrawal,338.41,2025-07-16 15:38:59,0
3476,380,Deposit,166.91,2025-08-02 10:52:59,0
3477,354,Bill Payment,23.32,2026-06-21 22:45:59,0
3478,611,Transfer,899.04,2026-06-04 16:40:59,0
3479,367,Bill Payment,183.46,2025-12-05 14:14:59,0
3480,579,Withdrawal,239.1,2026-02-19 04:21:59,0
3481,302,Bill Payment,68.5,2026-02-24 04:42:59,0
3482,492,Deposit,166.17,2026-06-08 14:12:59,0
3483,425,Deposit,141.16,2025-07-24 14:19:59,0
3484,438,Transfer,20.46,2026-06-26 13:42:59,0
3485,303,Transfer,29.06,2025-11-15 15:17:59,0
3486,45,Bill Payment,455.23,2026-03-13 19:21:59,0
3487,433,POS Purchase,69.55,2026-01-30 21:49:59,0
3488,40,Bill Payment,55.22,2025-09-19 14:46:59,0
3489,353,POS Purchase,176.75,2026-05-11 00:34:59,0
3490,323,Bill Payment,367.06,2025-10-08 16:33:59,0
3491,624,Deposit,16.990000000000002,2025-12-25 17:52:59,0
3492,664,Transfer,215.98,2026-02-19 10:55:59,0
3493,492,Bill Payment,32.730000000000004,2025-12-12 03:57:59,0
3494,334,Transfer,10.29,2026-05-10 18:17:59,0
3495,175,Deposit,14.55,2025-11-05 03:53:59,0
3496,501,Deposit,450.19,2025-09-17 20:00:59,0
3497,224,Deposit,32.379999999999995,2025-10-03 09:32:59,0
3498,611,Deposit,12.55,2025-07-11 09:54:59,0
3499,675,Withdrawal,145.02,2025-08-24 13:38:59,0
3500,484,Withdrawal,465.46,2026-06-01 15:19:59,0
3501,507,Withdrawal,77.09,2026-02-11 19:13:59,0
3502,253,POS Purchase,137.92,2026-01-03 03:59:59,0
3503,329,POS Purchase,11.19,2025-12-22 15:50:59,0
3504,313,Withdrawal,150.04,2026-06-22 21:47:59,0
3505,321,Deposit,216.46,2026-02-01 14:11:59,0
3506,378,POS Purchase,212.52,2025-08-22 00:43:59,0
3507,54,POS Purchase,102.03,2026-05-31 12:02:59,0
3508,95,Transfer,95.78,2026-02-24 00:58:59,0
3509,236,Transfer,29.19,2026-05-31 17:01:59,0
3510,305,Bill Payment,115.24,2026-04-06 10:26:59,0
3511,303,Deposit,27.2,2026-03-02 14:01:59,0
3512,585,Bill Payment,364.75,2025-10-19 18:57:59,0
3513,618,Withdrawal,848.37,2025-07-27 20:53:59,0
3514,548,Deposit,878.26,2025-10-30 16:46:59,0
3515,432,Deposit,501.75,2025-08-14 08:51:59,0
3516,660,POS Purchase,230.57,2026-05-12 16:06:59,0
3517,526,Bill Payment,302.72,2026-03-26 04:35:59,0
3518,571,Deposit,84.94,2026-01-05 16:09:59,0
3519,202,Deposit,250.08,2025-12-03 04:06:59,0
3520,65,Transfer,153.04,2025-10-09 14:07:59,0
3521,419,Transfer,165.45,2026-06-12 17:38:59,0
3522,232,Bill Payment,355.47,2026-03-28 11:45:59,0
3523,110,Transfer,83.79,2026-02-12 08:09:59,0
3524,286,Bill Payment,96.7,2026-03-20 13:26:59,0
3525,388,Withdrawal,647.38,2026-05-08 23:16:59,0
3526,318,Withdrawal,15.47,2025-10-24 22:47:59,0
3527,590,Transfer,167.21,2026-01-18 07:29:59,0
3528,350,Deposit,610.89,2026-05-18 05:15:59,0
3529,30,Deposit,236.63,2025-09-04 12:13:59,0
3530,349,Bill Payment,198.64,2025-11-03 04:40:59,0
3531,240,Transfer,72.84,2025-09-30 14:24:59,0
3532,609,Bill Payment,106.12,2026-06-14 02:57:59,0
